code,name,energy_kcal,protein_g,fat_g,carb_g,fiber_g,calcium_mg,iron_mg,sodium_mg,bdd_pct,state,group,cuisine,portion_g_cooked,aliases,note
idn-es-oyen,Es Oyen,105.0,1.2,3.5,17.5,1.0,38,0.4,28,100,Olahan,Minuman,,300,Es Oyen Bandung Oyen,Bandung Mixed Fruit Ice With Coconut Milk · Es Oyen Bandung Oyen · 1 mangkok (300 ml) · Jawa Barat/Jus & Es Buah · src:Recipe calc · conf:medium
idn-es-tape-ketan-hijau,Es Tape Ketan Hijau,92.0,1.2,0.4,21.0,0.4,10,0.4,12,100,Olahan,Minuman,,250,Es Tape Ketan Tape Ketan Ijo,Iced Green Fermented Glutinous Rice Drink · Es Tape Ketan Tape Ketan Ijo · 1 gelas (250 ml) · Jawa Barat/Es Manis · src:Recipe calc · conf:medium
idn-dawet-telasih,Dawet Telasih,122.0,1.0,3.8,21.0,0.5,24,0.5,25,100,Olahan,Minuman,,250,Dawet Selasih Es Dawet Telasih Solo,Dawet With Basil Seed & Fermented Rice · Dawet Selasih Es Dawet Telasih Solo · 1 gelas (250 ml) · Jawa Tengah/Es Manis · src:Recipe calc · conf:medium
idn-es-bandung,Es Bandung,92.0,1.4,1.8,17.5,0.5,55,0.3,35,100,Olahan,Minuman,,250,Es Bandung Semarang Es Sirup Susu Cincau,Rose Syrup Milk Ice With Grass Jelly & Basil Seed · Es Bandung Semarang Es Sirup Susu Cincau · 1 gelas (250 ml) · Jawa Tengah/Es Manis · src:Recipe calc · conf:medium
idn-es-cendol-durian,Es Cendol Durian,145.0,1.3,5.0,23.5,1.0,24,0.5,25,100,Olahan,Minuman,,250,Cendol Durian Dawet Duren,Iced Cendol With Durian · Cendol Durian Dawet Duren · 1 gelas (250 ml) · Jawa Tengah/Es Manis · src:Recipe calc · conf:medium
idn-es-dawet-ayu-banjarnegara,Es Dawet Ayu Banjarnegara,125.0,0.9,4.5,20.5,0.4,22,0.4,25,100,Olahan,Minuman,,250,Dawet Ayu Es Dawet Banjarnegara,Iced Dawet Ayu With Coconut Milk · Dawet Ayu Es Dawet Banjarnegara · 1 gelas (250 ml) · Jawa Tengah/Es Manis · src:Recipe calc · conf:high
idn-es-dawet-ireng,Es Dawet Ireng,112.0,0.7,3.2,20.0,0.4,20,0.5,25,100,Olahan,Minuman,,250,Dawet Hitam Dawet Ireng Purworejo,Black Dawet With Palm Sugar & Coconut Milk · Dawet Hitam Dawet Ireng Purworejo · 1 gelas (250 ml) · Jawa Tengah/Es Manis · src:Recipe calc · conf:medium
idn-es-gempol-pleret,Es Gempol Pleret,118.0,1.2,4.0,19.5,0.4,25,0.5,30,100,Olahan,Minuman,,250,Es Gempol Pleret Solo Gempol Pleret,Rice Ball Drink In Sweet Coconut Milk · Es Gempol Pleret Solo Gempol Pleret · 1 gelas (250 ml) · Jawa Tengah/Es Manis · src:Recipe calc · conf:medium
idn-jamu-beras-kencur,Jamu Beras Kencur,62.0,0.8,0.4,14.2,0.3,20,0.5,10,100,Olahan,Minuman,,200,Beras Kencur Jamu Beras Kencur Gendong,Rice & Aromatic Ginger Tonic · Beras Kencur Jamu Beras Kencur Gendong · 1 gelas (200 ml) · Jawa Tengah/Jamu & Wedang · src:Recipe calc · conf:high
idn-jamu-gula-asem,Jamu Gula Asem,52.0,0.2,0.1,12.8,0.3,20,0.6,10,100,Olahan,Minuman,,200,Gula Asem Jamu Asem Gula Jawa,Tamarind Palm Sugar Tonic · Gula Asem Jamu Asem Gula Jawa · 1 gelas (200 ml) · Jawa Tengah/Jamu & Wedang · src:Recipe calc · conf:medium
idn-jamu-kunyit-asam,Jamu Kunyit Asam,45.0,0.3,0.2,10.8,0.3,18,0.5,8,100,Olahan,Minuman,,200,Jamu Kunir Asem Kunyit Asem,Turmeric Tamarind Herbal Tonic · Jamu Kunir Asem Kunyit Asem · 1 gelas (200 ml) · Jawa Tengah/Jamu & Wedang · src:Recipe calc · conf:high
idn-jamu-kunyit-asam-sirih,Jamu Kunyit Asam Sirih,44.0,0.3,0.2,10.5,0.3,20,0.5,8,100,Olahan,Minuman,,200,Jamu Sirih Kunyit Kunyit Asam Sirih,Turmeric Tamarind & Betel Leaf Tonic · Jamu Sirih Kunyit Kunyit Asam Sirih · 1 gelas (200 ml) · Jawa Tengah/Jamu & Wedang · src:Recipe calc · conf:medium
idn-jamu-pahitan,Jamu Pahitan,8.0,0.2,0.1,1.4,0.2,12,0.4,10,100,Olahan,Minuman,,150,Jamu Paitan Sambiloto Jamu,Bitter Herbal Tonic · Jamu Paitan Sambiloto Jamu · 1 gelas (150 ml) · Jawa Tengah/Jamu & Wedang · src:Estimate · conf:medium
idn-jamu-temulawak,Jamu Temulawak,48.0,0.3,0.2,11.5,0.4,16,0.5,8,100,Olahan,Minuman,,200,Jamu Temu Lawak Temulawak,Java Turmeric Tonic · Jamu Temu Lawak Temulawak · 1 gelas (200 ml) · Jawa Tengah/Jamu & Wedang · src:Recipe calc · conf:medium
idn-sekoteng,Sekoteng,95.0,2.5,2.2,16.5,1.0,30,0.8,35,100,Olahan,Minuman,,250,Sekoteng Jahe Sekoteng Komplit,Hot Ginger Drink With Nuts Bread & Pearls · Sekoteng Jahe Sekoteng Komplit · 1 mangkok (250 ml) · Jawa Tengah/Jamu & Wedang · src:Recipe calc · conf:high
idn-sirup-kawista,Sirup Kawista,65.0,0.2,0.1,16.0,0.3,10,0.2,8,100,Olahan,Minuman,,250,Es Kawista Sirup Kawis Rembang,Wood Apple Syrup Drink · Es Kawista Sirup Kawis Rembang · 1 gelas (250 ml) · Jawa Tengah/Es Manis · src:Recipe calc · conf:low
idn-susu-murni-boyolali,Susu Murni Boyolali,63.0,3.2,3.5,4.7,0.0,115,0.1,45,100,Olahan,Minuman,,250,Susu Sapi Murni Susu Segar Boyolali,Boyolali Fresh Whole Milk · Susu Sapi Murni Susu Segar Boyolali · 1 gelas (250 ml) · Jawa Tengah/Susu & Lainnya · src:TKPI · conf:high
idn-teh-poci-gula-batu,Teh Poci Gula Batu,38.0,0.1,0.0,9.5,0.0,3,0.1,4,100,Olahan,Minuman,,200,Teh Poci Teh Poci Tegal,Clay Pot Tea With Rock Sugar · Teh Poci Teh Poci Tegal · 1 gelas (200 ml) · Jawa Tengah/Teh · src:Recipe calc · conf:medium
idn-wedang-jahe,Wedang Jahe,42.0,0.1,0.1,10.5,0.1,12,0.2,8,100,Olahan,Minuman,,200,Air Jahe Wedang Jahe Gula Jawa,Hot Ginger Drink · Air Jahe Wedang Jahe Gula Jawa · 1 gelas (200 ml) · Jawa Tengah/Jamu & Wedang · src:Recipe calc · conf:high
idn-wedang-jahe-susu,Wedang Jahe Susu,82.0,2.8,2.6,11.5,0.2,100,0.2,45,100,Olahan,Minuman,,200,Jahe Susu Wedang Jahe Susu Panas,Ginger Brew With Milk · Jahe Susu Wedang Jahe Susu Panas · 1 gelas (200 ml) · Jawa Tengah/Jamu & Wedang · src:Recipe calc · conf:medium
idn-wedang-kacang-tanah,Wedang Kacang Tanah,118.0,3.5,5.5,14.0,1.2,30,0.7,30,100,Olahan,Minuman,,250,Kacang Kuah Jahe Wedang Kacang,Hot Peanut Ginger Soup · Kacang Kuah Jahe Wedang Kacang · 1 mangkok (250 ml) · Jawa Tengah/Jamu & Wedang · src:Recipe calc · conf:medium
idn-wedang-ronde,Wedang Ronde,88.0,1.5,1.8,16.5,0.6,25,0.5,20,100,Olahan,Minuman,,250,Ronde Wedang Ronde Jahe,Ginger Soup With Glutinous Rice Balls · Ronde Wedang Ronde Jahe · 1 mangkok (250 ml) · Jawa Tengah/Jamu & Wedang · src:Recipe calc · conf:high
idn-wedang-secang,Wedang Secang,32.0,0.1,0.1,7.8,0.1,10,0.2,6,100,Olahan,Minuman,,200,Secang Jahe Wedang Kayu Secang,Sappan Wood Spiced Drink · Secang Jahe Wedang Kayu Secang · 1 gelas (200 ml) · Jawa Tengah/Jamu & Wedang · src:Recipe calc · conf:medium
idn-wedang-tahu,Wedang Tahu,72.0,2.6,1.6,11.5,0.3,60,0.8,25,100,Olahan,Minuman,,250,Kembang Tahu Tahu Kembang,Silken Tofu Pudding In Ginger Syrup · Kembang Tahu Tahu Kembang · 1 mangkok (250 ml) · Jawa Tengah/Tahu & Tempe · src:Recipe calc · conf:high
idn-es-cao-susu,Es Cao Susu,85.0,1.5,2.2,15.0,0.6,60,0.4,35,100,Olahan,Minuman,,250,Cincau Susu Es Cao,Black Grass Jelly With Condensed Milk · Cincau Susu Es Cao · 1 gelas (250 ml) · Jawa Timur/Es Manis · src:Recipe calc · conf:medium
idn-es-podeng,Es Podeng,145.0,2.0,6.0,21.0,0.6,55,0.6,45,100,Olahan,Minuman,,250,Es Puter Podeng Podeng,Coconut Ice Cream Dessert With Bread & Nuts · Es Puter Podeng Podeng · 1 mangkok (250 ml) · Jawa Timur/Jus & Es Buah · src:Recipe calc · conf:medium
idn-jamu-sinom,Jamu Sinom,42.0,0.2,0.1,10.2,0.3,18,0.5,8,100,Olahan,Minuman,,200,Jamu Sinom Suroboyo Sinom,Young Tamarind Leaf Tonic · Jamu Sinom Suroboyo Sinom · 1 gelas (200 ml) · Jawa Timur/Jamu & Wedang · src:Recipe calc · conf:medium
idn-legen,Legen,60.0,0.3,0.2,14.5,0.2,25,0.4,20,100,Olahan,Minuman,,250,Air Nira Legen Tuban,Fresh Palm Sap Drink · Air Nira Legen Tuban · 1 gelas (250 ml) · Jawa Timur/Susu & Lainnya · src:Estimate · conf:low
idn-stmj,STMJ,115.0,4.5,5.0,12.5,0.1,110,0.4,55,100,Olahan,Minuman,,200,Es STMJ Susu Telur Madu Jahe,Milk Egg Honey & Ginger Drink · Es STMJ Susu Telur Madu Jahe · 1 gelas (200 ml) · Jawa Timur/Susu & Lainnya · src:Recipe calc · conf:medium
idn-wedang-angsle,Wedang Angsle,115.0,2.2,4.5,17.0,0.9,32,0.8,35,100,Olahan,Minuman,,250,Angsle Wedang Angsle Malang,Malang Coconut Milk Dessert Drink · Angsle Wedang Angsle Malang · 1 mangkok (250 ml) · Jawa Timur/Jamu & Wedang · src:Recipe calc · conf:medium
idn-es-kelapa-banjar,Es Kelapa Banjar,61.0,0.4,1.0,12.5,0.5,10,0.2,15,100,Olahan,Minuman,,250,Es Degan Banjar Es Kelapa Muda Banjar,Iced Young Coconut With Palm Sugar Syrup · Es Degan Banjar Es Kelapa Muda Banjar · 1 gelas (250 ml) · Kalimantan Selatan/Es Manis · src:Recipe calc · conf:medium
idn-es-sirup-pala,Es Sirup Pala,70.0,0.1,0.0,17.5,0.2,5,0.1,8,100,Olahan,Minuman,,250,Es Pala Sirup Pala Banda,Iced Nutmeg Syrup Drink · Es Pala Sirup Pala Banda · 1 gelas (250 ml) · Maluku/Es Manis · src:Recipe calc · conf:medium
idn-kopi-rarobang,Kopi Rarobang,53.0,0.6,1.2,10.0,0.2,10,0.3,8,100,Olahan,Minuman,,200,Kopi Rarobang Ambon Kopi Sibu-Sibu,Ambonese Ginger & Spice Coffee With Kenari · Kopi Rarobang Ambon Kopi Sibu-Sibu · 1 gelas (200 ml) · Maluku/Kopi · src:Recipe calc · conf:medium
idn-air-jahe-merah,Air Jahe Merah,38.0,0.1,0.1,9.4,0.1,12,0.2,8,100,Olahan,Minuman,,200,Jahe Merah Hangat Wedang Jahe Merah,Red Ginger Infusion · Jahe Merah Hangat Wedang Jahe Merah · 1 gelas (200 ml) · Nasional/Jamu & Wedang · src:Recipe calc · conf:medium
idn-air-kelapa-muda,Air Kelapa Muda,19.0,0.7,0.2,3.7,1.1,24,0.3,105,100,Olahan,Minuman,,250,Air Degan Air Kelapa Hijau,Fresh Young Coconut Water · Air Degan Air Kelapa Hijau · 1 gelas (250 ml) · Nasional/Susu & Lainnya · src:TKPI · conf:high
idn-es-alpukat-kocok,Es Alpukat Kocok,145.0,1.8,8.5,16.0,2.2,45,0.5,25,100,Olahan,Minuman,,250,Alpukat Kocok Es Pokat Kocok,Shaken Avocado Ice With Chocolate · Alpukat Kocok Es Pokat Kocok · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:high
idn-es-blewah,Es Blewah,60.0,0.4,0.1,14.5,0.5,12,0.2,10,100,Olahan,Minuman,,250,Blewah Sirup Es Blewah Serut,Iced Cantaloupe Shred Drink · Blewah Sirup Es Blewah Serut · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:high
idn-es-buah,Es Buah,85.0,0.7,1.2,18.0,0.9,25,0.3,20,100,Olahan,Minuman,,300,Es Buah Segar Es Koktail Buah,Iced Mixed Fruit Cocktail Drink · Es Buah Segar Es Koktail Buah · 1 mangkok (300 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:high
idn-es-cincau-hitam,Es Cincau Hitam,58.0,0.4,0.9,12.5,0.7,25,0.4,18,100,Olahan,Minuman,,250,Cincau Hitam Es Cincau Item,Iced Black Grass Jelly Drink · Cincau Hitam Es Cincau Item · 1 gelas (250 ml) · Nasional/Es Manis · src:Recipe calc · conf:high
idn-es-cokelat-susu,Es Cokelat Susu,95.0,2.2,2.8,15.5,0.4,90,0.4,45,100,Olahan,Minuman,,250,Cokelat Dingin Es Coklat,Iced Chocolate Milk · Cokelat Dingin Es Coklat · 1 gelas (250 ml) · Nasional/Susu & Lainnya · src:Recipe calc · conf:high
idn-es-jeruk-manis,Es Jeruk Manis,48.0,0.4,0.1,11.5,0.2,12,0.2,5,100,Olahan,Minuman,,250,Es Jeruk Es Jeruk Peras Manis,Iced Sweet Orange Squash · Es Jeruk Es Jeruk Peras Manis · 1 gelas (250 ml) · Nasional/Es Manis · src:Recipe calc · conf:high
idn-es-jeruk-nipis,Es Jeruk Nipis,40.0,0.2,0.1,10.0,0.1,8,0.1,4,100,Olahan,Minuman,,250,Es Jeruk Nipis Peras Es Limau,Iced Lime Juice With Sugar · Es Jeruk Nipis Peras Es Limau · 1 gelas (250 ml) · Nasional/Es Manis · src:Recipe calc · conf:high
idn-es-kacang-hijau,Es Kacang Hijau,105.0,2.8,2.5,18.0,1.6,35,0.9,25,100,Olahan,Minuman,,250,Es Kacang Ijo Kacang Hijau Santan,Iced Sweet Mung Bean Drink · Es Kacang Ijo Kacang Hijau Santan · 1 mangkok (250 ml) · Nasional/Kacang & Camilan · src:Recipe calc · conf:high
idn-es-kolang-kaling,Es Kolang Kaling,70.0,0.3,0.2,17.0,1.2,30,0.3,10,100,Olahan,Minuman,,250,Es Buah Atap Kolang Kaling Sirup,Iced Palm Fruit In Syrup · Es Buah Atap Kolang Kaling Sirup · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:medium
idn-es-kopi-kelapa,Es Kopi Kelapa,52.0,0.5,0.4,12.0,0.2,18,0.3,40,100,Olahan,Minuman,,250,Es Kopi Degan Kopi Kelapa,Iced Coffee With Coconut Water · Es Kopi Degan Kopi Kelapa · 1 gelas (250 ml) · Nasional/Kopi · src:Recipe calc · conf:medium
idn-es-lemon-tea,Es Lemon Tea,42.0,0.1,0.0,10.5,0.1,4,0.1,5,100,Olahan,Minuman,,250,Es Teh Lemon Lemon Tea Dingin,Iced Lemon Tea · Es Teh Lemon Lemon Tea Dingin · 1 gelas (250 ml) · Nasional/Teh · src:Recipe calc · conf:high
idn-es-rumput-laut,Es Rumput Laut,75.0,0.6,1.5,15.0,1.5,45,0.6,40,100,Olahan,Minuman,,250,Es Rumput Laut Santan Seaweed Ice,Iced Seaweed Jelly Drink · Es Rumput Laut Santan Seaweed Ice · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:medium
idn-es-sarang-burung,Es Sarang Burung,88.0,1.0,1.8,17.5,0.6,40,0.3,30,100,Olahan,Minuman,,250,Es Sarang Burung Agar Sarang Burung Nata,Birds Nest Jelly Ice Dessert Drink · Es Sarang Burung Agar Sarang Burung Nata · 1 gelas (250 ml) · Nasional/Es Manis · src:Recipe calc · conf:medium
idn-es-selasih-sirup,Es Selasih Sirup,55.0,0.3,0.3,13.0,0.8,25,0.3,8,100,Olahan,Minuman,,250,Es Biji Selasih Es Selasih,Iced Basil Seed Syrup Drink · Es Biji Selasih Es Selasih · 1 gelas (250 ml) · Nasional/Es Manis · src:Recipe calc · conf:medium
idn-es-sirsak,Es Sirsak,68.0,0.6,0.2,16.5,1.4,14,0.4,8,100,Olahan,Minuman,,250,Es Sirsak Segar Sirsak Dingin,Iced Soursop Drink · Es Sirsak Segar Sirsak Dingin · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:high
idn-es-sirup-merah,Es Sirup Merah,60.0,0.0,0.0,15.0,0.0,3,0.1,6,100,Olahan,Minuman,,250,Es Sirop Merah Es Sirup Cocopandan,Iced Red Cocopandan Syrup Drink · Es Sirop Merah Es Sirup Cocopandan · 1 gelas (250 ml) · Nasional/Es Manis · src:Recipe calc · conf:high
idn-es-susu-kedelai,Es Susu Kedelai,40.0,2.4,1.4,4.6,0.3,22,0.5,22,100,Olahan,Minuman,,250,Es Soya Susu Kedelai Dingin,Iced Sweet Soy Milk · Es Soya Susu Kedelai Dingin · 1 gelas (250 ml) · Nasional/Susu & Lainnya · src:Recipe calc · conf:high
idn-es-tebu-murni,Es Tebu Murni,58.0,0.2,0.1,14.5,0.1,18,0.4,15,100,Olahan,Minuman,,250,Air Tebu Es Tebu Peras,Fresh Pressed Sugarcane Juice · Air Tebu Es Tebu Peras · 1 gelas (250 ml) · Nasional/Susu & Lainnya · src:Recipe calc · conf:high
idn-es-teh-leci,Es Teh Leci,55.0,0.1,0.0,13.8,0.1,4,0.1,6,100,Olahan,Minuman,,250,Lychee Tea Teh Leci,Iced Lychee Tea · Lychee Tea Teh Leci · 1 gelas (250 ml) · Nasional/Teh · src:Recipe calc · conf:medium
idn-es-timun-serut,Es Timun Serut,42.0,0.3,0.1,10.2,0.4,12,0.2,6,100,Olahan,Minuman,,250,Es Timun Timun Serut Sirup,Iced Shredded Cucumber Drink · Es Timun Timun Serut Sirup · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:medium
idn-jeruk-nipis-hangat-madu,Jeruk Nipis Hangat Madu,48.0,0.1,0.0,12.0,0.1,6,0.1,4,100,Olahan,Minuman,,200,Air Jeruk Nipis Madu Lemon Madu Hangat,Hot Lime Honey Drink · Air Jeruk Nipis Madu Lemon Madu Hangat · 1 gelas (200 ml) · Nasional/Jamu & Wedang · src:Recipe calc · conf:high
idn-jus-alpukat,Jus Alpukat,138.0,1.6,8.0,15.5,2.0,40,0.5,25,100,Olahan,Minuman,,250,Alpukat Blender Jus Pokat,Avocado Shake With Condensed Milk · Alpukat Blender Jus Pokat · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:high
idn-jus-buah-naga-merah,Jus Buah Naga Merah,62.0,0.8,0.3,14.5,1.5,12,0.4,6,100,Olahan,Minuman,,250,Dragon Fruit Juice Jus Naga Merah,Red Dragon Fruit Juice · Dragon Fruit Juice Jus Naga Merah · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:medium
idn-jus-jambu-biji-merah,Jus Jambu Biji Merah,72.0,0.7,0.4,17.0,1.6,15,0.4,6,100,Olahan,Minuman,,250,Jus Jambu Jus Jambu Merah,Red Guava Juice · Jus Jambu Jus Jambu Merah · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:high
idn-jus-jeruk-peras,Jus Jeruk Peras,52.0,0.6,0.2,12.2,0.3,14,0.2,4,100,Olahan,Minuman,,250,Jus Jeruk Orange Juice Peras,Fresh Squeezed Orange Juice · Jus Jeruk Orange Juice Peras · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:high
idn-jus-mangga,Jus Mangga,85.0,0.6,0.3,20.5,0.9,12,0.3,6,100,Olahan,Minuman,,250,Jus Mangga Harum Manis Mango Juice,Mango Juice · Jus Mangga Harum Manis Mango Juice · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:high
idn-jus-melon,Jus Melon,52.0,0.5,0.1,12.8,0.5,10,0.2,12,100,Olahan,Minuman,,250,Jus Melon Hijau Melon Juice,Melon Juice · Jus Melon Hijau Melon Juice · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:high
idn-jus-semangka,Jus Semangka,45.0,0.5,0.1,11.0,0.2,8,0.2,6,100,Olahan,Minuman,,250,Jus Semangka Merah Watermelon Juice,Watermelon Juice · Jus Semangka Merah Watermelon Juice · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:high
idn-jus-sirsak,Jus Sirsak,82.0,0.9,0.3,20.0,2.2,16,0.5,10,100,Olahan,Minuman,,250,Jus Sirsak Kental Soursop Juice,Soursop Juice · Jus Sirsak Kental Soursop Juice · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:medium
idn-jus-tomat,Jus Tomat,45.0,0.7,0.2,10.5,0.6,12,0.3,25,100,Olahan,Minuman,,250,Jus Tomat Segar Tomato Juice,Tomato Juice · Jus Tomat Segar Tomato Juice · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:high
idn-jus-wortel,Jus Wortel,55.0,0.7,0.2,13.0,0.9,25,0.4,40,100,Olahan,Minuman,,250,Carrot Juice Jus Wortel Segar,Carrot Juice · Carrot Juice Jus Wortel Segar · 1 gelas (250 ml) · Nasional/Jus & Es Buah · src:Recipe calc · conf:high
idn-kopi-hitam-tanpa-gula,Kopi Hitam Tanpa Gula,5.0,0.2,0.0,0.8,0.0,3,0.1,5,100,Olahan,Minuman,,200,Kopi Hitam Polos Kopi Pahit,Black Coffee No Sugar · Kopi Hitam Polos Kopi Pahit · 1 cangkir (200 ml) · Nasional/Kopi · src:USDA analog · conf:high
idn-kopi-luwak,Kopi Luwak,6.0,0.2,0.0,1.0,0.0,3,0.1,5,100,Olahan,Minuman,,150,Kopi Luwak Tubruk Luwak Coffee,Civet Coffee Brewed Black · Kopi Luwak Tubruk Luwak Coffee · 1 cangkir (150 ml) · Nasional/Kopi · src:USDA analog · conf:medium
idn-kopi-susu-panas,Kopi Susu Panas,95.0,1.8,2.5,16.5,0.0,65,0.2,40,100,Olahan,Minuman,,200,Kopi Susu Kopi Susu Warkop,Hot Coffee With Condensed Milk · Kopi Susu Kopi Susu Warkop · 1 gelas (200 ml) · Nasional/Kopi · src:Recipe calc · conf:high
idn-kopi-telur,Kopi Telur,105.0,4.0,4.5,12.0,0.0,30,0.8,35,100,Olahan,Minuman,,200,Kopi Talua Jawa Kopi Telor,Egg Yolk Coffee · Kopi Talua Jawa Kopi Telor · 1 gelas (200 ml) · Nasional/Telur · src:Recipe calc · conf:medium
idn-kopi-tubruk,Kopi Tubruk,35.0,0.2,0.0,8.5,0.0,4,0.1,5,100,Olahan,Minuman,,200,Kopi Jawa Kopi Tubruk Manis,Traditional Sweet Boiled Coffee · Kopi Jawa Kopi Tubruk Manis · 1 gelas (200 ml) · Nasional/Kopi · src:Recipe calc · conf:high
idn-sop-buah,Sop Buah,95.0,1.4,2.5,17.5,1.0,50,0.3,30,100,Olahan,Minuman,,300,Es Sop Buah Sup Buah,Fruit Soup With Milk & Syrup · Es Sop Buah Sup Buah · 1 mangkok (300 ml) · Nasional/Soto & Sup · src:Recipe calc · conf:high
idn-susu-jagung,Susu Jagung,68.0,1.6,0.8,14.0,0.6,20,0.4,30,100,Olahan,Minuman,,250,Corn Milk Susu Jagung Manis,Sweet Corn Milk · Corn Milk Susu Jagung Manis · 1 gelas (250 ml) · Nasional/Susu & Lainnya · src:Recipe calc · conf:medium
idn-susu-jahe,Susu Jahe,78.0,3.0,2.8,10.0,0.1,105,0.1,45,100,Olahan,Minuman,,200,Susu Jahe Hangat Wedang Susu Jahe,Hot Ginger Milk · Susu Jahe Hangat Wedang Susu Jahe · 1 gelas (200 ml) · Nasional/Susu & Lainnya · src:Recipe calc · conf:high
idn-teh-manis-hangat,Teh Manis Hangat,40.0,0.0,0.0,10.0,0.0,3,0.1,4,100,Olahan,Minuman,,200,Teh Anget Teh Manis Panas,Hot Sweet Tea · Teh Anget Teh Manis Panas · 1 gelas (200 ml) · Nasional/Teh · src:Recipe calc · conf:high
idn-teh-tawar,Teh Tawar,5.0,0.1,0.0,1.0,0.0,2,0.1,3,100,Olahan,Minuman,,200,Teh Pahit Teh Tawar Hangat,Plain Unsweetened Tea · Teh Pahit Teh Tawar Hangat · 1 gelas (200 ml) · Nasional/Teh · src:USDA analog · conf:high
idn-sarabba,Sarabba,95.0,0.8,3.5,15.0,0.2,10,0.3,15,100,Olahan,Minuman,,200,Saraba Sarabba Makassar,Makassarese Ginger Palm Sugar Coconut Drink · Saraba Sarabba Makassar · 1 gelas (200 ml) · Sulawesi Selatan/Jamu & Wedang · src:Recipe calc · conf:medium
idn-es-brenebon,Es Brenebon,118.0,2.8,2.5,21.5,2.3,55,0.9,45,100,Olahan,Minuman,,240,Es Brenebon Manado Es Kacang Merah Manado,Iced Red Bean Dessert Drink · Es Brenebon Manado Es Kacang Merah Manado · 1 gelas (240 ml) · Sulawesi Utara/Es Manis · src:Recipe calc · conf:medium
idn-es-kelapa-kopyor-manado,Es Kelapa Kopyor Manado,58.0,0.5,1.2,11.5,0.8,18,0.2,20,100,Olahan,Minuman,,240,Es Kelapa Muda Manado,Iced Young Coconut Drink · Es Kelapa Muda Manado · 1 gelas (240 ml) · Sulawesi Utara/Es Manis · src:Recipe calc · conf:low
idn-saraba,Saraba,73.0,1.2,1.6,13.5,0.2,45,0.3,25,100,Olahan,Minuman,,240,Saraba Manado Sarabba,Ginger Palm Sugar Milk Drink · Saraba Manado Sarabba · 1 gelas (240 ml) · Sulawesi Utara/Jamu & Wedang · src:Recipe calc · conf:medium
idn-es-durian-padang,Es Durian Padang,141.0,2.0,5.0,22.0,2.0,35,0.6,25,100,Olahan,Minuman,,250,Es Duren Padang Es Durian Ganti Nan Lamo,Padang Iced Durian Dessert · Es Duren Padang Es Durian Ganti Nan Lamo · 1 mangkok (250 ml) · Sumatera Barat/Es Manis · src:Recipe calc · conf:medium
idn-es-tebak,Es Tebak,108.5,1.5,2.5,20.0,0.8,45,0.5,40,100,Olahan,Minuman,,250,Es Campur Tebak Es Tebak Padang,Padang Shaved Ice Dessert Drink · Es Campur Tebak Es Tebak Padang · 1 gelas (250 ml) · Sumatera Barat/Es Manis · src:Recipe calc · conf:medium
idn-kopi-kawa-daun,Kopi Kawa Daun,31.7,0.2,0.1,7.5,0.0,8,0.2,8,100,Olahan,Minuman,,200,Aia Kawa Kawa Daun Kopi Daun Minang,Coffee Leaf Brew · Aia Kawa Kawa Daun Kopi Daun Minang · 1 mangkok tempurung (200 ml) · Sumatera Barat/Kopi · src:Estimate · conf:low
idn-teh-talua,Teh Talua,93.0,3.5,3.0,13.0,0.0,25,0.7,30,100,Olahan,Minuman,,200,Teh Talua Minang Teh Telur Padang,Minang Egg Yolk Tea · Teh Talua Minang Teh Telur Padang · 1 gelas (200 ml) · Sumatera Barat/Teh · src:Recipe calc · conf:medium
idn-es-kacang-merah-palembang,Es Kacang Merah Palembang,115.0,2.5,3.5,18.5,2.0,45,0.8,30,100,Olahan,Minuman,,250,Es Kacang Merah Es Kacang Merah Cek Lin,Palembang Red Bean Shaved Ice · Es Kacang Merah Es Kacang Merah Cek Lin · 1 gelas (250 ml) · Sumatera Selatan/Kacang & Camilan · src:Recipe calc · conf:medium
